id,title,main_story,main_plus_extras,completionist,all_styles,coop,versus,type,developers,publishers,platforms,genres,release_na,release_eu,release_jp
15554,Marathon Phoenix,,,,,,,Mod,,,,"First-Person, Shooter",,,
15560,BorderZone,,,,,,,,"Saturn-plus, Orion",1C Company,,"Action, Role-Playing",2006-07-19,,
15561,Continuum,,,,,,,,Infogrames,Data East,,"Third-Person, Platform",,1990-01-01,
15565,Synaesthete,,,,,,,,"DigiPen Institute of Technology, Rolling Without Slipping",,,Music/Rhythm,2001-10-01,,
15568,Battleships Forever,,,,,,,,"Sean ""th15"" Chan",Independent,,"Real-Time, Tactical",,,
15572,Bunny Swordmaster Story,0.08333333333333333,,0.3333333333333333,0.25,,,,rdein,rdein,PC,,2011-09-01,,
15575,A Fairy Tale,,,,,,,,,Reflexive,,Puzzle,2009-03-12,,
15578,Icy Tower,,,,,,,,Free Lunch Design,,,"Action, Platform",,2001-12-22,
15580,Light,1.0,1.5,1.5,1.5,,,,Just A Pixel,Team 17,PC,"Top-Down, Puzzle",2014-07-14,2014-07-14,
15582,Metroid: Confrontation,0.8333333333333334,,3.0,1.0,,,,,,PC,Platform,,,
15583,Momodora I,1.5,1.5,2.0,1.5,,,,rdein,,PC,Platform,2010-01-01,,
15588,Rocket Party,,,,,,,,Vetra Games,,,,2011-01-01,,
15589,Slaves of Rema,,,,,,,,Tin Man Games,Tin Man Games,,,2012-06-01,,
15594,Steam Marines,32.0,44.0,,38.0,,,,,,PC,"Role-Playing, Strategy",2013-09-04,,
15596,Rust,,,,,113.0,52.0,,Facepunch Studios,Facepunch Studios,PC,"Action, Adventure, Survival Horror",2013-12-11,,
15598,Ef: The First Tale,17.5,,27.5,24.5,,,,Minori,MangaGamer,PC,Visual Novel,2012-07-27,,2006-12-22
15599,B-Boy,,,,,,,,Evolved Games,Southpeak,,Music/Rhythm,2008-08-05,,
15600,SpyHunter 2,,,,,,,,"Angel Studios, Midway Games",Midway Games,PlayStation 2,Car Combat,2003-11-20,2003-11-24,
15601,All-Star Baseball 2003,,,,,,,,"Iguana Entertainment, Acclaim Studios Austin","Iguana Entertainment, Acclaim Studios Austin",,Sports,2002-01-01,,
15602,The Bible Game,2.5,,,2.5,,,,Crave Entertainment,Crave Entertainment,PlayStation 2,,2005-10-23,2006-06-30,
15603,Ford Racing 2,4.5,,,4.5,,,,Razorworks Studios,Various,"PC, PlayStation 2",Racing,2003-10-23,,
15604,Frogger: The Great Quest,3.5,,,3.5,,,,Papa Yeti Studio,Konami,PlayStation 2,"Adventure, Platform",2001-11-18,2002-05-24,
15605,NCAA March Madness 2003,,,,,,,,Electronic Arts,Electronic Arts,,Sports,2002-11-21,,
15607,Shox,,,,,,,,Electronic Arts,Electronic Arts,,Racing,2002-11-12,,
15609,ATV Offroad Fury Pro,,,,,,,,Climax Racing,Sony Computer Entertainment,,Racing,2006-10-26,,
15612,Doorways: Chapter 1 & 2,2.0,2.0,2.5,2.0,,,,Saibot Studios,,PC,Survival Horror,2013-09-20,,
15616,Reaper: Tale of a Pale Swordsman,12.0,,,12.0,,,,Hexage,,"Android, PC","Action, Role-Playing",2013-09-09,,
15617,Frogger's Adventures: Temple of the Frog,0.7,1.0,2.0,1.0,,,,Konami Software Shanghai,Konami,Game Boy Advance,Platform,2001-11-30,,
15618,Godzilla: Domination!,0.55,,4.0,0.9166666666666666,,,,Pipeworks Software,Atari,Game Boy Advance,Fighting,2002-11-11,,
15619,Tweety & The Magic Gems,,,,,,,,Kotobuki System Co.,Kotobuki System Co.,Game Boy Advance,Strategy,2001-07-09,,
15623,Taiko no Tatsujin: Portable,1.5,,,1.5,,,,Namco,Namco,PSP,Music/Rhythm,,,2005-08-04
15624,Super Monkey Ball: Banana Splitz,0.4166666666666667,0.6166666666666667,,0.5166666666666667,,,,Marvelous AQL,Sega,PlayStation Vita,"Party, Platform",2012-10-23,2012-10-24,
15627,Mario & Sonic at the London 2012 Olympic Games,7.0,10.0,,7.5,,,,Sega Sports Japan,"Nintendo, Sega","Nintendo 3DS, Wii","Party, Sports",2011-11-15,2011-11-13,
15628,Mario & Sonic at the Olympic Winter Games,5.0,13.5,17.0,13.0,,,,SEGA Sports R&D,"Nintendo, Sega","Nintendo DS, Wii","Party, Sports",2009-10-13,2009-10-16,2009-11-05
15629,Mario Sports Mix,6.5,10.0,12.0,7.5,,,,"Square Enix, Nintendo SPD Group No.4",Nintendo,Wii,Sports,2011-02-07,2011-01-28,2010-11-25
15633,Crosswords Plus,,,,,,,,,Nintendo,,Puzzle,2012-10-01,,
15634,Swapnote,,,,,,,,Nintendo SDD,Nintendo,Nintendo 3DS,,2011-12-22,2011-12-22,
15635,Link 'n' Launch,,,,,,,,,Nintendo,,Puzzle,2010-02-08,,
15636,Tom and Jerry: Mouse Attacks,,,,,,,,Warthog,NewKidCo,Game Boy Color,Puzzle,2000-12-16,,
15640,ATV: Quad Frenzy,,,,,,,,Skyworks Technologies,Majesco,,Racing,2005-11-14,,
15641,Chessmaster: The Art of Learning,,,,,,,,,Ubisoft,,Board Game,2007-10-23,,
15642,Tony Hawk's Downhill Jam,10.0,15.0,,12.5,,,,Various,Activision,"Nintendo DS, PlayStation 2, Wii","Racing, Sports",2006-10-24,2006-11-10,
15643,Army Men: RTS,8.0,11.5,21.0,14.5,,,,Pandemic Studios,3DO,"Nintendo GameCube, PC","Real-Time, Strategy",2002-03-28,,
15644,Disney Sports: Basketball,,,,,,,,Konami,Konami,,"Arcade, Sports",2002-11-05,2003-08-08,
15645,Disney Sports: Soccer,,,,,,,,Konami,Konami,,"Arcade, Sports",2002-11-02,,
15646,The Grim Adventures of Billy & Mandy,0.8,,20.0,3.0,,,,"High Voltage Software, Full Fat",Midway Games,"Game Boy Advance, Nintendo GameCube, Wii",Fighting,2006-09-25,2007-03-16,
15647,NHL Hitz 2002,,,,,,,,Black Box Games,Midway Games,,Sports,2001-11-16,,
15648,Time Travelers,11.0,14.5,,13.0,,,,Level-5,Level-5,PlayStation Vita,Visual Novel,2012-07-12,,
15649,Conception: Ore no Kodomo o Undekure!,,,,,,,,Spike,Spike,,Role-Playing,,,2012-04-26
15652,The Very Organized Thief,0.25,0.25,,0.25,,,,,,PC,Puzzle,2013-01-01,,
15654,Starpoint Gemini 2,33.0,33.5,38.5,36.0,,,,Little Green Man Games,Iceberg Interactive,PC,"Third-Person, Real-Time, Action, Open World, Role-Playing, Sandbox, Simulation",2014-03-17,,
15658,Art of Balance TOUCH!,,10.5,,10.5,,,,,Shin'en Multimedia,Nintendo 3DS,Puzzle,2012-06-07,,
15659,Mick and Mack: Global Gladiators,2.0,,2.0,2.0,,,,Virgin Games,Virgin Interactive,"Sega Game Gear, Sega Mega Drive/Genesis",Platform,1992-01-01,,
15660,Trine 2: Complete Story,9.0,13.5,33.0,13.0,,,,Frozenbyte,Frozenbyte,"PC, PlayStation 3, PlayStation 4, Wii U","Action, Adventure",2013-06-06,2013-06-06,
15662,Jambo! Safari,,,19.5,19.5,,,,AM2/AM3,SEGA,Wii,Arcade,2009-11-17,,
15664,Excitebike: World Rally,0.95,,3.0,2.0,,,,"Monster Games, Nintendo SPD Group No.3",Nintendo,Wii,Racing,2009-11-09,2010-02-05,
15665,The Amazing Spider-Man 2 (2014),7.0,11.5,28.0,10.5,,,,"Beenox, High Voltage Software, Gameloft",Activision,"PC, PlayStation 3, PlayStation 4, Wii U, Xbox 360, Xbox One","Action, Adventure, Open World",2014-04-29,2014-05-02,
15666,The Room Two,3.0,3.0,3.0,3.0,,,,Fireproof Games,,"Mobile, PC",Puzzle,2013-12-12,,
15667,Winter Heat,0.25,,,0.25,,,,Sega,Sega,Sega Saturn,,1998-01-01,,1997-01-01
15668,Digital Combat Simulator World,,,,,,,,Eagle Dynamics,The Fighter Collection,PC,"Flight Combat, Simulation",2008-12-10,,
15672,Monopoly Party,,,,,,,,Runecraft,Infogrames,,"Board Game, Party",2002-10-29,2002-11-29,
15674,MX Unleashed,3.0,,,3.0,,,,Rainbow Studios,THQ,PlayStation 2,Racing,2004-02-17,,
15675,Republique: Episode 1 - Exordium,2.0,3.5,5.0,3.0,,,DLC/Expansion,"Camouflaj, Logan",,"Android, iOS, PC","Action, Stealth",2013-12-19,,
15676,Rally Fusion: Race of Champions,,,,,,,,Climax Brighton,Activision,,Racing,2002-11-11,,
15679,Superman: The Man of Steel (2002),,,,,,,,Circus Freak,Atari,Xbox,"Action, Adventure",2002-11-19,,
15680,Toxic Grind,,,,,,,,Blue Shift,THQ,,Sports,2002-10-27,,
15681,Dark Angel,5.5,,,5.5,,,,Radical Entertainment,Sierra Entertainment,"PlayStation 2, Xbox",Beat 'em Up,2002-11-18,2003-02-21,
15683,Largo Winch: Empire Under Threat,,,,,,,,Dupuis,UbiSoft Entertainment,,"Action, Adventure",,2002-09-06,
15686,Defense Grid: The Awakening - Containment DLC,4.0,4.5,10.0,5.0,,,DLC/Expansion,Hidden Path Entertainment,Hidden Path Entertainment,PC,"Top-Down, Strategy, Tower Defense",2013-01-23,,
15688,Arctic Thunder,,,,,,,,"Midway Games, Inland Productions",Midway Games,,Racing,2001-09-17,2001-11-02,
15690,ESPN MLS ExtraTime 2002,,,,,,,,Konami,Konami,,Sports,2001-04-16,,
15693,New Legends,,,,,,,,Infinite Machine,THQ,,"Third-Person, Action",2002-02-19,,
15694,Maia,,,,,,,,Simon Roth,,,"Simulation, Strategy",2013-12-03,,
15697,Gladiator Begins,10.0,53.0,135.0,29.5,,,,GOSHOW,"Acquire, Aksys Games, Zen United",PSP,"Action, Role-Playing",2010-09-15,2011-05-27,
15698,ModNation Racers: Road Trip,4.0,7.0,9.0,5.0,,,,SCE San Diego Studio,Sony Computer Entertainment,PlayStation Vita,Racing,2012-02-22,,
15699,Knight Man: A Quest for Love,,,,,,,,Robert Fink,,,"Interactive Art, Platform",2013-01-01,,
15700,Spy Hunter (2012),3.5,7.5,8.5,7.0,,,,TT Fusion,Warner Bros. Interactive Entertainment,"Nintendo 3DS, PlayStation Vita",Car Combat,2012-10-09,2012-12-12,
15701,Ridge Racer (2011),,,,,,,,Cellius,Namco,,Racing,2012-03-13,2012-02-22,
15702,Clash'N Slash,5.0,,,5.0,,,,Enkord,,PC,"Arcade, Shooter",,,
15703,Thomas & Friends: Railway Adventures,1.5,,,1.5,,,,,Atari,PC,Educational,2001-08-15,,
15705,Napple Tale: Arsia in Daydream,12.0,,,12.0,,,,Chime,Sega,Dreamcast,Platform,,,2000-10-19
15706,Outtrigger,,,,,,,,Sega AM2,Sega,Dreamcast,"First-Person, Shooter",2001-07-24,,
15707,Karous,,,,,,,,Milestone,"Sega, Milestone, Klon",,"Scrolling, Shooter",,,2006-11-15
15708,Segagaga,,,,,,,,Hitmaker,Sega,,Role-Playing,,,2001-03-29
15710,Samba de Amigo Ver. 2000,,,,,,,,Sonic Team,Sega,,Music/Rhythm,,,2000-01-01
15711,Cool Cool Toon,,,,,,,,SNK,SNK,,Music/Rhythm,,,2000-08-10
15714,Treasures of Montezuma Blitz,,,,,,,,,Alawar Entertainment,PlayStation Vita,Puzzle,2012-04-10,,
15715,Crazy Market,8.5,,70.5,39.5,,,,The Game Atelier,The Game Atelier,PlayStation Vita,"Puzzle, Strategy",2013-10-29,,
15717,Culdcept DS,,,,,,,,OmiyaSoft,NEC Interchannel,,Board Game,,,2008-10-16
15719,Board Game Top Shop,,,,,,,,KID,,,Board Game,2001-12-04,,1998-02-11
15721,Alchemia,1.0,,,1.0,,,,Springtail Studios,,PC,Adventure,2010-01-01,,
15722,Premier Manager 98,5.0,,,5.0,,,,Gremlin Interactive,Infogrames,"PC, PlayStation",Sports,1997-01-01,,
15723,Microsoft Flight Simulator 98,,,,,,,,Microsoft Game Studios,Microsoft Game Studios,,"Flight, Simulation",1997-09-30,,
15726,Echelon,,,,,,,,MADia Entertainment,Buka Entertainment,PC,"Action, Simulation",2001-04-15,,
15727,Hooligans: Storm Over Europe,,,,,,,,DarXabre,Hip Games,PC,"Real-Time, Strategy",2002-06-27,,
15728,Lode Runner 2,,,,,,,,Presage Software,GT Interactive,,"Platform, Puzzle",1998-09-01,,
15730,Virtual Pool 3,10.0,,,10.0,,,,Celeris,"Interplay Entertainment, Global Star Software",PC,"Simulation, Sports",2000-11-14,,
15732,Iron Storm,10.0,10.0,11.5,10.0,,,,4X Studios,Dreamcatcher Interactive,PC,"First-Person, Shooter",2002-10-25,,
15734,Echoshift,,,,,,,,Artoon,SCEE,,Puzzle,2010-02-24,2010-02-25,
15736,Vampire Chronicle for Matching Service,,,,,,,,,Capcom,,Fighting,,2005-01-01,2000-01-01
15737,Mistmare,,,,,,,,Arxel Tribe,Strategy First,,"Action, Role-Playing",2003-06-30,,
15739,Republic: The Revolution,,,,,,,,"Elixir Studios, Feral Interactive","Elixir Studios, Feral Interactive",,Strategy,2003-08-27,,
15740,Jagged Alliance 2,,80.0,,80.0,,,,Sir-Tech Canada,"TalonSoft, Titan Compute",PC,"Turn-Based, Role-Playing, Tactical",1999-07-23,1999-04-01,
15742,Mega Man Battle & Chase,,,,,,,,Capcom,Capcom,"PlayStation, PlayStation 2",Racing,,1998-04-01,1997-03-20
15743,Breed,7.0,,8.5,7.5,,,,Brat Designs,Cdv Software Entertainment,PC,"Shooter, Tactical",2004-04-02,,
15744,Chris Sawyer's Locomotion,,,,,,,,Chris Sawyer,]Atari,PC,Simulation,2004-09-20,,
15746,Pro Evolution Soccer,,,,,,,,Konami,Konami,PlayStation 2,"Simulation, Sports",,2001-11-23,
15748,TrackMania,7.0,,11.0,7.5,,,,Nadeo,"Digital Jesters, Focus, Enlight, Buka",PC,"Puzzle, Racing",2003-11-01,,
15751,Pacific Fighters,,,,,,,,1C Company,Ubisoft,,"Flight Combat, Simulation",2004-10-26,,
15752,Vulgus,,,,,,,,Capcom,"Capcom, SNK",,"Scrolling, Shooter",1984-09-01,,
15753,Lunar Rescue,0.38333333333333336,,,0.38333333333333336,,,,Taito,Taito,PlayStation 2,Shooter,1979-01-01,,
15754,Crazy Balloon,0.08333333333333333,0.5,,0.26666666666666666,,,,Taito,Taito,PlayStation 2,,1980-01-01,1983-01-01,
15755,Balloon Bomber,0.25,,,0.25,,,,Taito,Taito,PlayStation 2,Shooter,1980-01-01,,
15756,Wild Western,0.35,,,0.35,,,,Taito Corporation,Taito Corporation,PlayStation 2,Arcade,1982-01-01,,
15757,Alpine Ski,0.08333333333333333,0.25,,0.08333333333333333,,,,Taito,Taito,PlayStation 2,Sports,1981-01-01,,
15758,Chack'n Pop,1.0,,,1.0,,,,Taito,Taito,PlayStation 2,Platform,1983-01-01,,
15759,The Fairyland Story,9.5,,,9.5,,,,Taito,Taito,PlayStation 2,,,,1985-07-01
15760,Avadon 2: The Corruption,23.5,43.0,103.0,43.5,,,,Spiderweb Software,,PC,Role-Playing,2013-10-30,,
15761,Five Magical Amulets,8.0,,,8.0,,,,Off Studio,,PC,"Point-and-Click, Adventure",2005-03-01,,
15762,Goin' Downtown,5.0,,,5.0,,,,,The Games Company,PC,Adventure,2008-01-01,,
15765,The Next Tetris,,,,,,,,Blue Planet Software,Hasbro Interactive,,Puzzle,1999-06-16,,
15766,Looney Tunes: Space Race,3.5,,7.0,5.5,,,,Infogrames Melbourne,Infogrames,"Dreamcast, PlayStation 2","Arcade, Racing",2000-11-27,2000-11-17,
15767,Wacky Races (2000),5.0,12.0,,8.5,,,,Infogrames,"Infogrames, Warner Bros. Interactive Entertainment, Cartoon Network",Dreamcast,Racing,2000-06-09,,2001-11-21
15768,Sega Marine Fishing,,,,,,,,Wow Entertainment,Sega,Dreamcast,Sports,2000-08-20,,
15769,NHL 2K2,,,,,,,,Treyarch,Sega,,Sports,2002-02-14,,
15770,World Series Baseball 2K2,,,,,,,,Visual Concepts,Sega,,Sports,2001-08-15,,
15771,NFL Blitz 2001,,,,,,,,Midway Games,Midway Games,,"Arcade, Sports",2000-01-01,,
15772,Giant Gram 2000: All Japan Pro Wrestling 3,,,,,,,,Scarab,Sega,,"Fighting, Sports",,,2000-10-10
15773,Planet Ring,,,,,,,,Sega,Sega,,,,2000-12-04,
15774,Tails' Skypatrol,0.75,,2.0,1.5,,,,"SIMS, JSH",Sega,"Nintendo GameCube, Sega Game Gear","Adventure, Platform",,,1995-04-28
15776,Fire Pro Wrestling Returns,,,,,,,,Spike,"Spike, Agetec, 505 Games",PlayStation 2,"Fighting, Sports",2007-11-13,,2005-09-15
15777,Sega SuperStars,2.5,,,2.5,,,,Sonic Team,Sega,PlayStation 2,Party,2004-11-02,,
15780,Rambo: First Blood Part II,0.5,,,0.5,,,,Sega,Sega,Sega Master System,Action,1986-01-01,,1986-11-16
15781,Silkworm,0.5,,,0.5,,,,Ronald Pieket Weeserik,"Tecmo, Sammy","Amiga, NES/Famicom","Scrolling, Shooter",1988-01-01,,
15782,Jumping Jack'son,,,,,,,,,Infogrames,,"Top-Down, Action, Strategy",1990-01-01,,
15784,Alliance: Future Combat,,,,,,,,Gameyus Interactive,Strategy First,,"Real-Time, Strategy",2006-09-08,,
15789,Tortuga: Pirates of the New World,,,,,,,,Ascaron Entertainment,,,,2003-01-01,,
15790,Tortuga: Two Treasures,,,,,,,,,Kalypso,,,,,
15793,Dark Colony,8.0,,,8.0,,,,GameTek,Strategic Simulations,PC,"Real-Time, Strategy",1997-08-31,,
15794,Ultimate Soccer Manager 98,,,,,,,,Impressions,Sierra,,Sports,,1997-01-01,
15795,Ancient Evil,,,,,,,,Silver Lightning Software,Silver Lightning Software,,"Third-Person, Action, Role-Playing",1998-01-01,,
15797,L.A. Machineguns: Rage Of The Machines,0.5,0.5,,0.5,,,,Sega,Sega,Wii,"On-Rails, Shooter",,,1999-01-01
15798,Gunblade NY,0.2833333333333333,0.6666666666666666,0.8333333333333334,0.65,,,,,Sega,"Arcade, Wii","On-Rails, Shooter",1996-01-01,,
15799,Man of Steel,2.0,2.0,,2.0,,,,,Warner Bros.,iOS,"Action, Adventure",2013-01-01,,
15800,Tribal Rage,,,,,,,,Disintegrator,TalonSoft,,"Real-Time, Strategy",1998-05-31,,
15802,The Fifth Element,,8.0,,8.0,,,,Kalisto Entertainment,Activision,"PC, PlayStation","Action, Adventure",1998-09-30,1998-10-01,
15804,Virtual Snooker,,,,,,,,Celeris,Interplay,,Sports,1996-03-31,,
15805,Gangsters: Organized Crime,,,,,,,,Hothouse Creations,Eidos Interactive,,Stealth,1998-11-30,,
15806,Moto Racer 2,4.0,6.0,,4.5,,,,Delphine Software International,Electronic Arts,"PC, PlayStation",Racing,1998-08-31,,
15810,Viva Football,,,,,,,,,Virgin Interactive,,Sports,,,
15811,Cannon Fodder 2,,,,,,,,Sensible Software,Virgin Interactive,,"Action, Strategy",1994-11-01,,
15812,Deathtrap Dungeon,11.0,,13.0,11.5,,,,Asylum Studios,Eidos Interactive,"PC, PlayStation","Third-Person, Action, Adventure",1998-03-19,,
15813,Jimmy White's 2: Cueball,,10.0,,10.0,,,,Awesome Developments,Virgin Interactive,PlayStation,Sports,2000-01-01,,
15814,Combat Flight Simulator: WWII Europe Series,,,,,,,,Microsoft,Microsoft,,"First-Person, Multidirectional, Simulation",1998-11-05,,
15817,Lost in Blue: Shipwrecked,16.0,,,16.0,,,,Hudson Soft,Konami,Wii,,2008-09-23,2008-12-04,2008-08-07
15818,The Mummy,5.0,7.0,,6.0,,,,Rebellion Developments,"Konami Corporation, Universal Interactive","PC, PlayStation","Third-Person, Action",2000-11-22,,
15822,The Adventures of Captain Comic,,,,,,,,Michael Denio,Color Dreams,PC,Platform,1988-01-05,,
15823,Treasure Mountain!,2.0,,,2.0,,,,The Learning Company,The Learning Company,PC,"Adventure, Educational",1990-01-01,,
15824,Challenge of the Ancient Empires!,,,,,,,,The Learning Company,The Learning Company,,Adventure,1990-01-01,,
15825,Wizard's World,,,,,,,,,Stratagem,,Platform,1991-01-01,,
15826,Lemmings 2: The Tribes,10.0,13.0,,11.5,,,,DMA Design,Psygnosis,"Amiga, PC, Sega Mega Drive/Genesis",Puzzle,1993-01-01,,
15831,Hack RUN,2.0,,3.5,2.5,,,,i273,,PC,Adventure,2013-01-01,,
15832,Delver,1.0,,,1.0,,,,Chad Alan Cuddigan,Chad Alan Cuddigan,PC,"First-Person, Action, Adventure",2013-09-06,,
15833,Awesome Shapes,,,,,,,,DiscoFish,,,Adventure,2013-01-01,,
15834,Sports Champions 2,,,,,,,,"San Diego Studio, Zindagi Games",Sony Computer Entertainment,,"Party, Sports",2012-10-30,,
15836,Minecraft: Feed The Beast,,,,,700.0,400.0,Mod,Feed the Beast,,PC,Open World,,,
15837,You Don't Know Jack: Volume 3,,,,,,,,Jackbox Games,,PC,Party,1997-10-31,,
15839,QbQbQb,1.0,,2.0,1.5,,,,Rezoner,,PC,Action,2014-01-01,,
15841,Anitroubles,0.25,,,0.25,,,,Rezoner,,"Browser, PC",Puzzle,2013-01-01,,
15842,Hotline Trail,,,,,,,,Rezoner,,PC,,,,
15843,You Don't Know Jack: Headrush,,,,,,,,Jackbox Games,,PC,Party,1998-04-20,,
15845,You Don't Know Jack: Television,,,,,,,,,Vivendi Universal,PC,Party,1997-05-01,,
15846,You Don't Know Jack: Volume 1 - XL,0.55,1.5,,0.7333333333333333,,,,,Jackbox Games,PC,Party,1995-09-12,,
15849,Risk (2013),,,12.5,12.5,,,,Sperasoft,PopCap,"PC, PlayStation 4","Board Game, Strategy",2013-06-10,,
15852,Unearthed: Trail of Ibn Battuta - Episode 1,1.0,1.5,1.5,1.5,,,,Semaphore,Semanoor International,"PC, PlayStation 3","Action, Adventure",2013-05-29,,
15857,Redshirt,5.5,6.5,,6.0,,,,The Tiniest Shark,Positech,PC,"Role-Playing, Simulation, Strategy",2013-11-13,,
15858,Montague's Mount,3.5,5.5,8.0,4.5,,,,PolyPusher Studios,Mastertronic,PC,"First-Person, Adventure, Survival Horror",2013-10-09,,
15859,Poof,,,9.0,9.0,,,,Arkedo,Neko Entertainment,PC,"Action, Strategy",2013-11-08,,
15860,Mutant Mudds Deluxe,4.5,7.0,10.5,7.5,,,,Renegade Kid,Renegade Kid,"Nintendo 3DS, Nintendo Switch, PC, PlayStation 3, PlayStation 4, PlayStation Vita, Wii U","Third-Person, Real-Time, Action, Platform",2012-08-20,,
15863,Real World Racing,9.5,16.0,,12.5,,,,Playstos Entertainment,Inky Mind UK,PC,Racing,2013-12-06,,
15864,Samurai Gunn,,,,,,,,Teknopants,Maxistentialism,PC,Action,2013-12-10,,
15865,Rescue: Everyday Heroes,4.5,,,4.5,,,,Fragment Production,rondomedia Marketing & Vertriebs,PC,Simulation,2013-12-11,,
15866,Not The Robots,2.5,,24.5,6.5,,,,2DArray,tinyBuild,PC,"Action, Strategy",2013-12-12,,
15867,Continue?9876543210,1.5,2.0,,2.0,,,,Jason Oda,Jason Oda,PC,"Adventure, Roguelike",2014-01-04,,
15869,Detective Grimoire,2.5,3.0,3.0,3.0,,,,SFB Games,SFB Games,"Mobile, PC",Adventure,2014-08-18,,
15870,Krunch,1.5,,,1.5,,,,LeGrudge & Rugged,LeGrudge & Rugged,PC,"Action, Racing",2012-12-21,,
15871,Fist of Awesome,1.5,3.0,,1.5,,,,Fight Bears,,PC,Beat 'em Up,2013-10-15,,
15872,The Dark Mod,,,,,,,,Looking Glass Studios,,,"First-Person, Action, Sandbox, Simulation, Stealth",2013-10-09,,
15873,Tesla Effect: A Tex Murphy Adventure,10.5,14.0,19.0,12.5,,,,Big Finish Games,Atlus,PC,"First-Person, Multidirectional, Real-Time, Adventure, Puzzle",2014-05-07,2014-05-07,2014-05-07
15874,Jeopardy! (2012),,,,,,,,,THQ,Xbox 360,Party,2012-10-16,,
15875,Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,13.0,27.5,35.0,19.0,,,,CyberConnect 2,Namco Bandai Games,"Nintendo Switch, PC, PlayStation 3, PlayStation 4, Xbox 360",,2013-10-22,,
15876,South Park: Tenorman's Revenge,,,,,,,,Other Ocean Interactive,Microsoft Studios,Xbox 360,Platform,2012-03-30,,
15877,A-Train 8,,,,,,,,Degica,Degica,,Simulation,2008-03-21,,
15879,The Expendables 2: Videogame,5.0,,,5.0,,,,Zootfly,Ubisoft,Xbox 360,Action,2012-08-20,2012-08-20,
15880,Ugly Americans: Apocalypsegeddon,,,,,,,,Backbone Entertainment,,,Shooter,2011-08-30,,
15881,Way of the Dogg,1.5,,,1.5,,,,Echo Peak,505 Games,"Xbox 360, Android",Music/Rhythm,2013-05-03,,
15882,Wolf of the Battlefield: Commando 3,1.0,2.0,,1.5,,,,Backbone Entertainment,Capcom,"PlayStation 3, Xbox 360",Shooter,2008-06-05,,
15883,World Gone Sour,3.0,,,3.0,,,,Playbrains,Capcom,PlayStation 3,Platform,2011-12-20,,
15884,Injustice: Gods Among Us - Ultimate Edition,5.0,9.5,22.0,6.0,,,,"NetherRealm Studios, High Voltage Software, Armature Studio",Warner Bros. Interactive Entertainment,"PC, PlayStation 3, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One",Fighting,2013-04-16,2013-04-19,2013-06-27
15885,Bravely Default Demo,6.5,7.0,8.5,7.5,,,,"Silicon Studio, Square Enix",Square Enix,Nintendo 3DS,"Third-Person, Turn-Based, Role-Playing",2014-01-02,,
15889,Red Faction: Guerrilla - Demons of the Badlands DLC,2.0,4.0,4.0,3.0,,,DLC/Expansion,"Volition, Reactor Zero",THQ,"PC, Xbox 360","Third-Person, Sandbox, Shooter",2009-08-13,,
15892,Dream,6.0,9.0,16.0,9.0,,,,HyperSloth,Mastertronic,PC,Adventure,2013-08-13,,
15894,Keio Flying Squadron 2,0.95,,,0.95,,,,Victor Entertainment,"Victor Entertainment, JVC",Sega Saturn,"Action, Platform, Shooter",,,1996-05-17
15895,Dark Lands,,,,,,,,Mingle Games,,,"Action, Platform",2014-01-01,,
15896,ResQ,,,,,,,,Tempest Software,Psygnosis,,Action,1993-01-01,1993-01-01,
15897,Eye of the Beholder III: Assault on Myth Drannor,8.0,,15.0,10.5,,,,Strategic Simulations,"Softgold Computerspiele, Ving Co.",PC,Role-Playing,1993-01-01,,
15899,The Lord of the Rings Online: Helm's Deep,,,,,,,,Turbine,"Turbine, Warner Bros. Interactive Entertainment",PC,"Massively Multiplayer, Role-Playing",2013-11-20,,
15901,The Adventures of Mosaika,,,1.5,1.5,,,,Fire Maple Games,,Android,Puzzle,2013-09-27,,
15902,SongPop,,,,,,,,Fresh Paint,,Android,"Music/Rhythm, Party",2012-08-31,,
15904,Hashi Puzzles: Bridges Islands,2.0,,,2.0,,,,Frozax Games,,Android,Puzzle,2012-11-27,,
15905,Parks Puzzle,4.0,,,4.0,,,,Xymene Games,,Android,Puzzle,2013-05-01,,
15906,Tank Operations: European Campaign,,,,,,,,Linked Dimensions,Kalypso Media Digital,,"Top-Down, Strategy",2013-11-22,,
15907,Nightmare Busters,1.0,,,1.0,,,,Super Fighter Team,,Super Nintendo,Action,2013-12-23,,
15908,Silent Hill: Orphan 2,2.0,,,2.0,,,,Gamefederation Studio,Konami,Mobile,"Point-and-Click, Adventure",2008-09-01,,
15909,Adventure Island IV,2.0,,,2.0,,,,Hudson Soft,Hudson Soft,NES,"Third-Person, Scrolling, Action, Adventure",,,1994-06-24
15910,Serious Sam (2002),,16.5,,16.5,,,,Croteam,Gotham Games,Xbox,"First-Person, Shooter",2002-11-10,,
15912,Porky Pig's Haunted Holiday,2.0,,,2.0,,,,Phoenix Interactive Entertainment,Sunsoft,Super Nintendo,"Action, Platform",1995-10-01,1995-11-01,
15913,Tom Clancy's Rainbow Six: Critical Hour,,,,,,,,Ubisoft Quebec,Ubisoft,,"First-Person, Shooter, Tactical",2006-03-14,,
