id,title,main_story,main_plus_extras,completionist,all_styles,coop,versus,type,developers,publishers,platforms,genres,release_na,release_eu,release_jp
15914,Hoplite,1.0,,,1.0,,,,Douglas Cowley,,"Android, iOS","Turn-Based, Puzzle, Strategy",2014-01-01,,
15916,Silent Service,,,,,,,,MicroProse,MicroProse,,Simulation,1985-01-01,,
15917,Kinetic Void,,,,,,,,Badland Studio,Badland Studio,PC,"Action, Flight Combat, Simulation",2014-01-01,,
15918,Just Breed,,,,,,,,Random House,Enix,,,,,1992-12-15
15919,Chronicle of the Radia War,15.0,,,15.0,,,,,Tecmo,NES,Role-Playing,,,
15921,Cryptic Passage,2.0,3.5,5.0,2.5,,,DLC/Expansion,,Sunstorm Interactive,PC,"First-Person, Shooter",1998-03-24,,
15923,Fire Emblem: Thracia 776,29.5,32.0,,31.5,,,,Intelligent Systems,Nintendo,Super Nintendo/Famicom,"Role-Playing, Tactical",,,1999-09-01
15924,The Simpsons: Bartman Meets Radioactive Man,3.0,,,3.0,,,,"Imagineering, Teeny Weeny Games",Acclaim,NES,"Action, Platform",1992-12-01,,
15925,Dragon's Lair 3D: Return to the Lair,2.5,4.0,5.5,4.0,,,,Dragonstone Software,Ubisoft,Nintendo GameCube,"Action, Adventure",2002-11-17,,
15926,Friends of Potato Lagoon,0.25,,,0.25,,,,Rezoner,,PC,"Scrolling, Shooter",2013-09-01,,
15928,The HD Adventures of Rotating Octopus Character,,,,,,,,Dakko Dakko,,,Action,2013-05-29,,
15929,Big Mutha Truckers 2,10.0,10.0,,10.0,,,,Empire Interactive,THQ,PC,Racing,2005-08-28,,
15930,Pop'n Music: Animation Melody,0.25,,,0.25,,,,Konami,Konami,PlayStation,Music/Rhythm,2000-07-27,,
15931,Fist of the North Star (1987),0.3333333333333333,,,0.3333333333333333,,,,Shouei System,Taxan,NES,Beat 'em Up,1989-04-01,,
15932,The Young Indiana Jones Chronicles,,,,,,,,Jaleco,Jaleco,,Action,1992-12-01,,
15933,Santa Claus in Trouble,2.0,2.5,3.0,2.5,,,,,CDV Software,PC,Adventure,2002-01-01,,
15934,"Felix, Gaijin",2.0,2.5,3.0,2.5,,,,,,PC,Visual Novel,,2007-08-08,
15935,The Adventures of Rad Gravity,10.0,,,10.0,,,,Interplay Productions,Activision,NES,Platform,1990-01-01,,
15936,Indiana Jones' Greatest Adventures,4.0,,,4.0,,,,"Factor 5, LucasArts","JVC, LucasArts",Super Nintendo,Platform,1994-10-11,1995-07-27,
15937,Monopoly 64,,,,,,,,Mind's Eye,Hasbro Interactive,Nintendo 64,Board Game,1999-12-18,,
15938,All-Star Baseball 2001,,,,,,,,"Iguana Entertainment, Acclaim Studios Austin",Acclaim Entertainment,Nintendo 64,,2000-01-01,,
15939,Mystery Case Files: Fate's Carnival,,5.5,,5.5,,,,Big Fish Studios,Big Fish Games,PC,"Adventure, Puzzle",2013-11-26,,
15940,Mystery Case Files: Shadow Lake,8.0,,,8.0,,,,Big Fish Studios,Big Fish Studios,PC,"Point-and-Click, Adventure",2012-12-26,,
15941,Castlevania: Lords of Shadow 2,15.0,20.5,28.0,17.0,,,,MercurySteam,Konami,"PC, PlayStation 3, Xbox 360","Action, Adventure",2014-02-25,2014-02-28,
15942,Race the Sun,,,,,,,,Flippfly,Flippfly,"PC, PlayStation 4, PlayStation Vita, Xbox One","Third-Person, Scrolling, Action, Arcade, Racing",2013-08-19,2013-08-19,
15943,Combat Cats,,,,,,,,Ryan DeGange,,PC,Puzzle,2013-08-01,,
15944,Permutation Racer,,,,,,,,Big Robot,,,Racing,2014-01-08,,
15946,Tetris & Dr. Mario,,,,,,,,Nintendo,Nintendo,Super Nintendo,Puzzle,1994-12-30,,
15947,Clue (1992),0.7333333333333333,,,0.7333333333333333,,,,Sculptured Software,Parker Brothers,Super Nintendo,"Board Game, Strategy",1992-09-01,,
15948,Star Trek: Starfleet Academy,,17.0,,17.0,,,,Interplay,Interplay,PC,"Flight Combat, Simulation",1997-09-01,2015-05-08,
15949,Wishbringer,2.5,,,2.5,,,,Infocom,Infocom,PC,Visual Novel,1985-05-01,,
15951,The King of Chicago,0.4166666666666667,,2.0,1.5,,,,"Doug Sharp, Cinemaware, Master Designer Software","Cinemaware, Mindscape","Amiga, PC","Action, Adventure, Strategy",1987-01-01,,
15952,Two Crude,1.0,,1.5,1.0,,,,Data East,Data East,"Arcade, Sega Mega Drive/Genesis","Beat 'em Up, Platform",1991-05-11,1991-01-01,
15953,Beast Busters,,,72.0,72.0,,,,"Hamachi, Papa and team, Images Design","SNK, U.S. Gold, Activision",Arcade,"On-Rails, Shooter",1989-01-01,,
15954,Western Outlaw: Wanted Dead or Alive,7.0,,7.5,7.0,,,,Jarhead Games,Groove Games,PC,"First-Person, Shooter",2003-01-01,,
15955,NebulasRay,1.0,,,1.0,,,,,Namco,Arcade,"Scrolling, Shooter",1994-01-01,,
15956,Violent Storm,1.5,,,1.5,,,,Konami,Konami,Arcade,"Scrolling, Beat 'em Up",1993-01-01,,
15957,The Legend of Silk Road,,,,,,,,,Unico,Arcade,Fighting,1999-01-01,,
15959,To the Moon: Holiday Minisode,0.5,0.5,0.5,0.5,,,DLC/Expansion,Freebird Games,Freebird Games,"Mac, PC","Adventure, Visual Novel",2013-12-31,,
15960,SpongeBob's Truth or Square,4.0,5.5,8.0,5.0,,,,"Heavy Iron Studios, Barking Lizards Technologies, Altron",THQ,"Wii, Xbox 360",Action,2009-10-26,2009-12-01,
15963,Turbo Dismount,9.5,13.5,32.5,17.0,,,,Secret Exit,Secret Exit,PC,Simulation,2014-05-21,2014-05-21,
15964,FortressCraft Evolved,,,,,,,,ProjectorGames,Digital Tribe,PC,Sandbox,2013-12-10,,
15965,College Hoops 2K7,,,,,,,,Visual Concepts,2K Sports,,Sports,2006-11-21,,
15966,Man vs. Wild,4.0,,,4.0,,,,"Floor 84 Studio, Scientifically Proven",Crave Entertainment,PlayStation 3,Action,2011-04-26,,
15968,Nidhogg,0.8166666666666667,2.5,6.5,1.0,,,,Messhof,,"PC, PlayStation 4, PlayStation Vita",Fighting,2014-01-13,,
15970,War of the Worlds (1982),,,1.0,1.0,,,,Tim Skelly,Cinematronics,Arcade,Shooter,1982-01-01,,
15971,Arnold Palmer Tournament Golf,,,5.0,5.0,,,,Sega,Sega,Sega Mega Drive/Genesis,Sports,1989-09-01,,
15972,The Smurfs 2,3.5,,,3.5,,,,,Ubisoft,"PlayStation 3, Xbox 360",Adventure,2013-07-23,2013-07-19,
15975,Dungeonbowl,,,,,,,,Cyanide Studio,Cyanide Studio,,"Third-Person, Top-Down, Turn-Based, Action, Sports, Strategy",2012-07-02,,
15976,Akuji the Heartless,5.0,6.5,,6.0,,,,Crystal Dynamics,Eidos Interactive,PlayStation,"Action, Puzzle",1999-01-22,,
15978,Super Dangan Ronpa 2: Farewell Despair Academy,40.5,,,40.5,,,,Spike Chunsoft,Spike Chunsoft,"PlayStation Vita, PSP",Action,,,2012-07-26
15979,.flow,,,,,,,,,,PC,,,,
15988,Knights of Pen and Paper +1 Edition,12.5,17.0,26.0,17.0,,,,Behold Studios,Paradox Interactive,"Mobile, PC, Nintendo Switch","Turn-Based, Role-Playing, Strategy, Tactical",2013-06-18,,
15989,Doki-Doki Universe,6.0,6.5,8.5,7.0,,,,HumaNature Studios,HumaNature Studios,"PlayStation 3, PlayStation 4, PlayStation Vita",Adventure,2013-12-10,2013-12-10,2014-01-01
15990,Welcome Park,0.5333333333333333,0.9333333333333333,2.0,1.5,,,,,Sony Computer Entertainment,PlayStation Vita,Educational,2012-02-15,,2011-12-17
15992,Project Blackout,,,,,,100.0,,Zepetto,Various,PC,"First-Person, Shooter",2010-12-10,,
15993,Frontier: Elite II,60.0,100.0,,80.0,,,,GameTek,"Gametek, Konami",PC,"First-Person, Action, Flight Combat, Simulation",1993-01-01,,
15994,Blade Symphony,,,,,,,,Puny Human Games,Puny Human Games,PC,"Third-Person, Action, Fighting",,,
15995,Romance of the Three Kingdoms X,,32.0,,32.0,,,,Koei,Koei,PlayStation 2,"Turn-Based, Strategy",2005-06-21,,2004-07-02
16000,Hexcells,2.0,2.0,2.5,2.5,,,,Matthew Brown Games,,PC,Puzzle,2013-09-01,,
16002,Raze's Hell,7.5,,,7.5,,,,Artech Studios,Majesco Entertainment,Xbox,"Third-Person, Action, Shooter",2005-04-21,2005-10-14,
16003,Blood: One Unit Whole Blood,,,,,,,,Monolith Productions,Atari,PC,"First-Person, Compilation, Shooter",1998-07-15,,
16004,Aliens: Colonial Marines - Stasis Interrupted DLC,2.5,3.5,4.0,3.0,,,DLC/Expansion,Gearbox Software,Sega,"PC, PlayStation 3, Xbox 360","First-Person, Real-Time, Shooter",2013-07-23,2013-07-23,
16005,Pesadelo,1.0,5.5,,1.5,,,,SkyJaz Games,,PC,"First-Person, Survival Horror",,2013-04-29,
16007,Space Engineers,16.5,73.0,296.0,123.0,,,,Keen Software House,Keen Software House,PC,"Sandbox, Simulation",2013-10-23,,
16009,Untold Legends: The Warrior's Code,22.5,,,22.5,,,,Sony Online Entertainment,Sony Online Entertainment,PSP,"Action, Role-Playing",2006-03-28,,
16010,ARMA Tactics,23.0,,,23.0,,,,Bohemia Interactive,Bohemia Interactive,PC,"Top-Down, Turn-Based, Action, Simulation, Strategy",2013-05-01,,
16011,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,22.5,,,22.5,,,,Banpresto,Bandai Namco Games,PlayStation 3,"Role-Playing, Tactical",,,2013-08-22
16012,Super Robot Taisen OG Saga: Masou Kishin - The Lord of Elemental,,,,,,,,WinkySoft,Bandai Namco Games,,"Turn-Based, Tactical",,,2010-05-27
16013,Waxworks,4.0,,,4.0,,,,Horrorsoft,Accolade,PC,"First-Person, Role-Playing",1992-01-01,,
16015,Battle Mages,,16.0,,16.0,,,,Targem Games,Buka Entertainment,PC,Role-Playing,2004-03-26,,
16016,Bus Driver,7.0,,7.0,7.0,,,,SCS Software,,PC,Simulation,2007-03-01,,
16017,Dark Horizon,,,,,,,,Quazar Studio,Paradox Interactive,,Flight Combat,2008-10-13,2008-09-26,
16019,Hostile Waters: Antaeus Rising,10.0,,,10.0,,,,Rage Games Limited,Rage Games Limited,PC,Strategy,2001-06-13,2001-03-23,
16022,Maelstrom: The Battle for Earth Begins,,,,,,,,KDV Games,Codemasters,PC,"Real-Time, Strategy",2007-02-20,,
16023,AeroWings,,,,,,,,CRI Middleware,Crave Entertainment,Dreamcast,"Flight Combat, Simulation",1999-09-09,,
16026,Tarr Chronicles,,,,,,,,Quazar Studio,Paradox Interactive,,"Action, Arcade, Flight Combat, Simulation",2007-10-01,2007-09-28,
16027,Super Robot Taisen OG Saga: Masou Kishin II - Revelation of Evil God,16.5,,,16.5,,,,WinkySoft,Bandai Namco Games,PSP,"Turn-Based, Strategy",,,2012-01-12
16028,"Monsters, Inc. Scream Arena",,,,,,,,Radical Entertainment,THQ,Nintendo GameCube,Sports,2002-09-14,,
16030,Nostril Shot,0.5,,,0.5,,,,thatgamecompany,SCEE,PlayStation 3,"Top-Down, Shooter",2013-06-07,,
16031,Duke War,0.6166666666666667,,,0.6166666666666667,,,,thatgamecompany,SCEE,PlayStation 3,Action,2013-06-07,,
16032,MRC: Multi-Racing Championship,0.35,,30.0,15.0,,,,Genki,"Imagineer, Ocean",Nintendo 64,"Third-Person, Racing",1997-08-31,1997-07-18,1997-10-01
16033,Gravediggers,0.5,,,0.5,,,,thatgamecompany,SCEE,PlayStation 3,"Top-Down, Shooter",2013-06-07,,
16034,Journey: Collector's Edition,,,,,,,,thatgamecompany,SCEE,"PlayStation 3, PlayStation 4","Adventure, Compilation",2013-06-07,,
16035,Puggsy,,,5.0,5.0,,,,Traveller,Psygnosis,Sega Mega Drive/Genesis,"Third-Person, Action, Platform, Puzzle",1993-01-01,,
16036,Arkedo Series - 02 SWAP!,2.5,3.0,6.0,3.5,,,,Arkedo,Arkedo,PlayStation 3,"Action, Puzzle, Strategy",2009-10-23,,
16039,Escape Velocity,,30.0,,30.0,,,,Ambrosia Software,Ambrosia Software,Mac,"Top-Down, Flight Combat, Role-Playing, Simulation",1996-05-05,,
16040,Escape Velocity Override,20.0,,,20.0,,,,Ambrosia Software,Ambrosia Software,Mac,"Top-Down, Flight Combat, Role-Playing, Simulation",1998-01-01,,
16041,Escape Velocity Nova,10.0,,,10.0,,,,ATMOS Software Productions,Ambrosia Software,Mac,"Top-Down, Flight Combat, Role-Playing",2002-03-18,,
16043,Heatseeker,10.0,,,10.0,,,,"IR Gurus, Codemasters, Halfbrick",Codemasters,PlayStation 2,Flight Combat,2007-05-01,2007-03-30,
16044,Recovery Search and Rescue Simulation,,,,,,,,Excalibur Publishing,BigSims.com,,Simulation,2014-01-09,,
16045,Galcon Legends,1.0,2.0,,1.0,,,,Hassey Enterprises,Hassey Enterprises,PC,Strategy,2014-01-13,,
16049,The Lone Ranger,,,,,,,,Konami,Konami,,"Action, Adventure",1991-07-01,,
16051,Crackout,,,,,,,,Konami,Palcom,,Action,,1991-01-01,
16052,Days of Thunder (1990),,,,,,,,,Mindscape Group,,Racing,1990-01-01,,
16055,Hudson Hawk,0.9166666666666666,,,0.9166666666666666,,,,Special FX,Ocean Software,"Game Boy, NES",Platform,1991-01-01,,
16058,James Bond Jr.,5.0,,,5.0,,,,Eurocom,THQ,Super Nintendo,Action,1991-01-01,,
16059,Air Boarder 64,,,,,,,,Human Entertainment,"Human Entertainment, GMI",,"Arcade, Sports",1998-11-01,,
16061,Dirt Trax FX,0.5,,,0.5,,,,Sculptured Software,Acclaim,Super Nintendo,Racing,1995-11-01,,
16063,Die Legende der Sindai,3.0,,,3.0,,,,Demon Interactive,,PC,Role-Playing,,,
16064,Digital Monsters - Taichis Story,3.0,,,3.0,,,,MrPrinz,,PC,"Adventure, Role-Playing",2008-09-28,,
16065,Bloody Laugh,0.43333333333333335,,,0.43333333333333335,,,,DVD-Raziel,,PC,Role-Playing,,2005-01-01,
16066,Bloody Laugh 2,0.5833333333333334,,,0.5833333333333334,,,,DVD-Raziel,,PC,Role-Playing,,2006-01-01,
16067,Switch - Fluch oder Segen,4.0,,,4.0,,,,RosaArts,,PC,Visual Novel,,2008-01-01,
16068,Askorekk,4.0,,,4.0,,,,,,PC,,,,
16070,Im Tal des Schreckens,2.5,,,2.5,,,,Nicholas Neumann,,PC,Role-Playing,,,
16071,About a Fox,0.08333333333333333,,,0.08333333333333333,,,,Nanaki,,PC,Role-Playing,,,
16072,The Book of Three,5.5,,,5.5,,,,,,PC,"Top-Down, Role-Playing",2001-01-01,,
16074,Mondschein,6.0,8.0,11.0,8.0,,,,,,PC,Role-Playing,,,
16075,Final Fantasy: Endless Nova,23.0,,,23.0,,,,"Delita Hyral X, Orochi Kasunagi",,PC,,2002-01-01,,
16076,Digital Monsters: Yamatos Story,5.0,,,5.0,,,,,,PC,Role-Playing,,,
16077,An Elf's Adventure: Remake,3.0,,,3.0,,,,,,PC,Role-Playing,2009-01-01,,
16081,Angriff der Endoplasmatischen Retiklen,0.25,,,0.25,,,,Palm Productions,,PC,Role-Playing,2001-01-01,,
16082,A Goddess for Free,0.7166666666666667,,,0.7166666666666667,,,,Night Screen,,PC,Adventure,2008-01-01,,
16083,Alchemy,1.0,,,1.0,,,,VanTom,,PC,Adventure,2002-01-01,,
16084,Amberplanet,1.5,,,1.5,,,,,,PC,"Adventure, Role-Playing",2002-01-01,,
16085,Zwei Leben,1.0,,,1.0,,,,,,PC,Role-Playing,2010-01-01,,
16086,Dark Castle,0.4166666666666667,,,0.4166666666666667,,,,Silicon Beach Software,Silicon Beach Software,"Mac, Sega Mega Drive/Genesis",Action,1986-01-01,,
16089,FIFA Street 2,,,,,,,,"EA Canada, Exient Entertainment",EA Sports,"PlayStation 2, PSP",Sports,2006-02-28,2006-03-03,
16090,Nitrobike,,,,,,,,Left Field Productions,Ubisoft,,Racing,2008-01-15,2008-02-08,
16094,Asterix and the Power of the Gods,3.0,,,3.0,,,,Core Design,Sega,Sega Mega Drive/Genesis,"Action, Platform",,1995-01-01,1995-01-01
16097,Freestyle Street Soccer,,,,,,,,Silicon Dreams,Acclaim,PC,Sports,2004-03-25,2004-02-06,
16098,Speed Kings,,,,,,,,Climax,Acclaim,,,2003-06-03,,
16099,NBA Courtside 2002,,,,,,,,Left Field Productions,Nintendo,,Sports,2002-01-13,,
16103,Toonsylvania,,,,,,,,RFX Interactive,Ubisoft,,,2000-06-20,,
16104,Deadly Skies,,,,,,,,Funcom,Coconuts Japan,,Flight Combat,,,1997-10-27
16106,TOCA Touring Car Championship,7.5,,,7.5,,,,Codemasters,Codemasters,PlayStation,"Racing, Simulation",1998-08-29,,
16115,Swamp Thing,2.0,,,2.0,,,,Equilibrium,THQ,Game Boy,Platform,1992-10-01,,
16117,Ferrari Grand Prix Challenge,3.0,,,3.0,,,,"Aisystem Tokyo, System 3",Flying Edge,Game Boy,Racing,1992-01-01,,
16119,Foreman For Real,,,,,,,,Software Creations,Acclaim Entertainment,,"Fighting, Sports",1995-09-01,,
16120,NBA Jam 99,,,,,,,,"Iguana SLC, Torus Games",Acclaim Sports,,Sports,1998-12-04,,
16121,Gear Works,11.0,,,11.0,,,,Idea Software,Idea Software,Game Boy,"Top-Down, Puzzle",1992-01-01,,
16124,R-Type DX,,,,,,,,"Bits Studios, Irem Software Engineering",Nintendo,,Action,1999-08-01,,
16125,Choplifter III,2.0,2.5,3.5,2.5,,,,"Teeny Weeny Games, Beam Software, Br�derbund","Ocean, Extreme Entertainment Group, Victor Interactive Software",Super Nintendo,Strategy,1994-01-01,,
16126,Quest for Camelot,4.0,5.0,,4.5,,,,Titus Software,Nintendo,Game Boy Color,"Action, Adventure",1998-12-01,,
16127,Battle Bull,,,2.0,2.0,,,,Jorudan,SETA Corporation,Game Boy,Action,1991-01-01,,
16129,Asterix & Obelix Take On Caesar,,,,,,,,,Cryo Interactive,,Action,1999-01-01,,
16132,Snake Blocks,4.0,,,4.0,,,,Spooky Cat,Spooky Cat,PC,Puzzle,2015-12-21,,
16134,Airport Simulator 2014,22.0,,28.0,25.0,,,,United Independent Entertainment GmbH,United Independent Entertainment GmbH,PC,Simulation,2013-12-19,,
16136,Wreckfest,19.0,24.0,,20.5,,,,Bugbear,Bugbear,PC,"Racing, Vehicular Combat",2018-06-14,2018-06-14,
16141,The Legend of Prince Valiant,,,,,,,,,Ocean,,"Action, Adventure",,1992-01-01,
16142,Pitfall: Beyond the Jungle (Game Boy),,,,,,,,Luxoflux,Crave Entertainment,,Platform,1998-12-01,,
16145,F-15 Strike Eagle,,,,,,,,MicroProse,MicroProse,,Flight Combat,1985-01-01,,
16147,Navy SEALS,1.0,,,1.0,,,,Ocean,Ocean,Game Boy,Platform,1990-01-01,,
16149,The Chessmaster,0.25,,,0.25,,,,The Software Toolworks,Hi-Tech Expressions,"Game Boy, NES",Board Game,1990-01-01,,
16153,Austin Powers: Welcome to My Underground Lair!,,,,,,,,Tarantula Studios,Rockstar Games,,,2000-09-17,,
16155,Kirikou,,2.0,,2.0,,,,"�tranges Libellules, Planet Interactive, Krysalide",Wanadoo,PlayStation,Platform,,2001-11-09,
16161,Technomage,17.0,,,17.0,,,,Sunflowers,Sunflowers,PlayStation,Role-Playing,,2001-06-29,
16162,The Guardian of Darkness,,,,,,,,Cryo Interactive Entertainment,Cryo Interactive Entertainment,,"Action, Puzzle",1999-01-01,,
16165,The Note (2015),0.31666666666666665,0.36666666666666664,0.5,0.36666666666666664,,,,ArtemizGame,ArtemizGame,PC,,2015-07-23,,
16166,The Little Mermaid 2,1.5,,,1.5,,,,Blitz Games,THQ,"PC, PlayStation",Action,2000-09-25,,
16170,Ark of Time,,,4.5,4.5,,,,Trecision,International Computer Entertainment,PC,"Third-Person, Adventure",1997-01-01,,
16172,F1 Racing Championship,,,,,,,,"Ubisoft Shanghai, Ubisoft Milan","Video System, Ubi Soft Entertainment",,"Racing, Simulation",2000-10-11,,
16173,Verytex,0.6666666666666666,,,0.6666666666666666,,,,OperaHouse,Asmik Ace Entertainment,Sega Mega Drive/Genesis,"Scrolling, Shooter",,,1991-04-05
16174,Freestyle Scooter,,,,,,,,Crave Entertainment,Crave Entertainment,PlayStation,Sports,2000-12-11,,
16177,360: Three Sixty,,,,,,,,Smart Dog,Cryo Interactive,,"Action, Shooter",,,
16179,Nancy Drew Dossier: Resorting to Danger,5.5,,,5.5,,,,Her Interactive,Her Interactive,PC,"Point-and-Click, Adventure",2009-08-25,,
16182,Bridge It +,7.0,12.0,15.0,10.0,,,,Chronic Logic,Chronic Logic,PC,Puzzle,2003-11-24,,
16183,Ampu-Tea,0.4166666666666667,1.0,2.5,2.0,,,,Projector Games,KISS,PC,Simulation,2014-05-30,,
16184,Dale Hardshovel HD,,,,,,,,Phime Studio,,,Puzzle,,,
16185,Estranged: Act I,2.0,2.5,2.5,2.0,,,,Alan Edwardes,Alan Edwardes,PC,"First-Person, Adventure",2014-01-16,,
16186,Loren the Amazon Princess,11.0,22.0,44.0,19.5,,,,Winter Wolves,Winter Wolves,PC,"Role-Playing, Visual Novel",2012-04-30,,
16187,KickBeat,2.0,4.0,7.5,3.0,,,,Zen Studios,Zen Studios,"PC, PlayStation 3, PlayStation Vita",Music/Rhythm,2013-09-03,,
16189,Battle Worlds: Kronos,44.0,76.0,,54.0,,,,KING Art Games,KING Art Games,PC,Strategy,2013-11-04,,
16191,Ute,0.08333333333333333,,,0.08333333333333333,,,,Lea Schonfelder,,Browser,Strategy,2013-01-01,,
16192,Arkista's Ring,0.7666666666666667,,3.0,1.5,,,,American Sammy,American Sammy,NES,"Action, Adventure, Role-Playing",1990-06-01,,
16193,Love Hotel,,,1.0,1.0,,,,3 Silly Hats,,PC,Simulation,2013-01-01,,
16195,Cuddlefish,0.1,,,0.1,,,,,,Browser,Adventure,,,
16198,Where in America's Past Is Carmen Sandiego?,,,,,,,,Br�derbund Software,Br�derbund Software,,"Educational, Puzzle",1991-01-01,,
16199,Tesserae,,,,,,,,Eurocom Entertainment,Gametek,,Strategy,1990-01-01,,
16200,3 in Three,,,,,,,,"Inline Software, Cinemaware",,Mac,"Puzzle, Strategy",1989-01-01,,
16203,Base Wars,,,,,,,,Konami,Ultra Games,,Sports,1991-06-01,,
16205,Shooting Range,0.25,,,0.25,,,,TOSE,Bandai,NES,"On-Rails, Shooter",1989-06-01,,
16206,Madden NFL '94,,,,,,,,Tiburon Entertainment,Electronic Arts,Super Nintendo,Sports,1994-02-18,,
16207,Dead Rising 3: Operation Broken Eagle,1.5,2.0,2.5,2.0,,,DLC/Expansion,Capcom Vancouver,Capcom,"PC, Xbox One",Survival Horror,2014-01-21,,
16209,Spanky's Quest,2.5,,,2.5,,,,Natsume,Natsume,Super Nintendo,,1992-07-01,,1991-04-26
16210,Rise of Flight: Channel Battles Edition,,28.5,,28.5,,,,777 Studios,1C-777,PC,"Flight Combat, Simulation",2013-09-05,,
16212,Humans Must Answer,,,,,,,,Sumom Games,Sumom Games,,Action,2014-01-16,,
16215,MLB 2K13,,,,,,,,Visual Concepts,2K Sports,,"Simulation, Sports",2013-03-05,,
16216,Candy Box 2,2.0,9.0,,6.5,,,,aniwey,aniwey,"Browser, PC",Role-Playing,2013-10-24,,
16217,Michael Owen's World League Soccer '99,,,,,,,,Silicon Dreams,Eidos Interactive,PlayStation,Sports,,1998-01-01,
16222,Ninjabread Man,0.8,,0.9666666666666667,0.95,,,,Data Design Interactive,"Conspiracy Entertainment, Data Design Interactive","PC, Wii",Platform,2007-10-03,2005-07-13,
16223,WWE Day of Reckoning 2,24.0,25.0,,25.0,,,,Yuke's,THQ,Nintendo GameCube,"Fighting, Sports",2005-08-29,2005-09-23,
16225,Curse: The Eye of Isis,7.0,,9.5,7.0,,,,Asylum Entertainment,"DreamCatcher Interactive, Wanadoo","PC, PlayStation 2",Survival Horror,2003-10-21,2004-02-06,
16226,Knights and Merchants: Historical Version,,,50.0,50.0,,,,Topware Interactive,Topware Interactive,PC,"Real-Time, Strategy",2013-10-14,,
16227,War of the Vikings,,,,,,9.5,,Fatshark,Paradox Interactive,PC,Action,2014-04-15,,
16228,Might and Magic Book One: The Secret of the Inner Sanctum,,55.0,,55.0,,,,New World Computing,New World Computing,PC,Role-Playing,1986-01-01,,
16229,Tiny Toon Adventures: Buster's Bad Dream,4.5,,,4.5,,,,Treasure,Swing! Entertainment,Game Boy Advance,Beat 'em Up,2005-03-01,2002-07-05,
16230,Alcatraz: Prison Escape,3.0,,,3.0,,,,Zombie Studios,Activision Value,PC,"First-Person, Action, Survival Horror",2001-11-23,,
16231,KAMI,1.5,3.0,4.0,3.0,,,,State of Play Games,State of Play Games,"Android, iOS, Nintendo 3DS, PC","Turn-Based, Puzzle",2013-10-10,,
16232,Thief (2014),10.5,22.5,42.0,17.0,,,,Eidos Montreal,Square Enix,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","First-Person, Action, Adventure, Stealth",2014-02-25,2014-02-28,
16235,Irem Arcade Hits,,,,,,,,Irem,Irem,,"Arcade, Compilation",2010-12-09,,
16236,Kilgazar,,,,,,,,Fascimania,,,Role-Playing,2013-12-19,,
16237,Rex Nebular and the Cosmic Gender Bender,6.5,,,6.5,,,,MicroProse,MicroProse,PC,Adventure,1992-11-01,,
16238,ReBoot,6.0,,,6.0,,,,Electronic Arts,"Electronic Arts, Mainframe Entertainment",PlayStation,Action,1998-01-09,1998-02-07,
16240,CivClicker,,,,,,,,David Holley,,Browser,Strategy,2013-01-01,,
16242,Gun Showdown,,,,,,,,"Rebellion, Neversoft Entertainment",,,"Third-Person, Shooter",2006-10-10,,
16243,Need for Speed: Most Wanted 5-1-0,12.0,15.0,,13.0,,,,Team Fusion,Electronic Arts,PSP,Racing,2005-11-15,,
16244,The Grinch,6.5,,15.0,8.0,,,,"Artificial Mind & Movement, Konami",Konami,"Dreamcast, Game Boy Color, PlayStation","Action, Adventure",2000-01-01,2000-12-08,
16246,Attack of the Endoplasmic Retiklen 2,0.25,,,0.25,,,,,,PC,Role-Playing,,2002-01-01,
16247,The Last Days According to Ezra,0.26666666666666666,,,0.26666666666666666,,,,,,PC,Role-Playing,2006-12-12,,
16249,It's Always Sunny In Philadelphia - The jRPG,0.25,,,0.25,,,,Yellow Magic,,PC,Role-Playing,2012-06-03,,
16250,The Blue Contestant,1.5,,,1.5,,,,,,PC,Role-Playing,2007-06-29,,
16252,Past Penalty,0.48333333333333334,,,0.48333333333333334,,,,,,PC,Adventure,,2008-01-01,
16256,Vanilla Villain,0.2833333333333333,,,0.2833333333333333,,,,,,PC,Role-Playing,2010-01-10,,
